Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender
36314,Salvia divinorum,First Times,,Small Group (2-9),"oral,smoked",No Effect,Male
10864,"Benzodiazepines,Pharms - Diazepam",Medical Use,,Hospital,oral,No Effect,Female
51278,Anadenanthera spp.,Difficult Experiences,,Alone,insufflated,No Effect,Male
44959,Bromo-Dragonfly,First Times,,Small Group (2-9),oral,No Effect,Male
37069,"Ayahuasca,Banisteriopsis caapi,Harmala Alkaloids,Psychotria viridis","Retrospective / Summary,Preparation / Recipes",,Unknown Context,oral,No Effect,Male
3204,Mushrooms,"Retrospective / Summary,Difficult Experiences,Health Problems,What Was in That?,Second Hand Report",,Various,,No Effect,Male
10612,"MDMA,Pharms - Paroxetine,SSRIs",Combinations,,Not Applicable,,No Effect,Not-Specified
78938,"Ayahuasca,Banisteriopsis caapi,Harmala Alkaloids,Psychotria viridis","General,Preparation / Recipes",,Alone,oral,No Effect,Male
84528,Levmetamfetamine,First Times,,Alone,oral,No Effect,Male
91572,"Kratom,Tea",Combinations,,Alone,oral,No Effect,Male
90633,Mimosa spp.,Preparation / Recipes,,Not Applicable,,No Effect,Not-Specified
35856,Lotus/Lily,"Combinations,Retrospective / Summary",,Not Applicable,oral,No Effect,Male
87132,"Opiates,Poppies - Opium",Train Wrecks & Trip Disasters,Drug Testing,Alone,,No Effect,Female
73124,Aniracetam,"Retrospective / Summary,Multi-Day Experience",,Not Applicable,oral,No Effect,Male
81754,Kava,Health Benefits,,Not Applicable,oral,No Effect,Male
84513,,General,Drug Testing,Not Applicable,,No Effect,Male
47691,"Harmala Alkaloids,Passion Flower,Skullcap","General,First Times,Combinations",,Alone,oral,No Effect,Male
78272,Albizia julibrissin,Retrospective / Summary,,Not Applicable,oral,No Effect,Male
61563,Morning Glory,Preparation / Recipes,,Unknown Context,oral,No Effect,Male
80380,Wormwood,General,,Unknown Context,smoked,No Effect,Male
79858,Leonotis leonurus,General,,Unknown Context,smoked,No Effect,Male
75419,Piracetam,"General,Multi-Day Experience,Performance Enhancement",,Not Applicable,oral,No Effect,Male
77703,"Cloves,Salvia officinalis","General,First Times,Combinations",,Alone,smoked,No Effect,Male
70238,DMT,"General,Combinations,Personal Preparation",,Unknown Context,transdermal,No Effect,Male
72514,Mushrooms,Retrospective / Summary,,Not Applicable,oral,No Effect,Male
55924,Oxygen,"General,First Times",,Club / Bar,inhaled,No Effect,Male
50022,"Naloxone,Pharms - Buprenorphine","General,Combinations,Retrospective / Summary,Health Benefits",,Not Applicable,oral,No Effect,Male
31833,"Harmala Alkaloids,Syrian Rue",Preparation / Recipes,,Unknown Context,oral,No Effect,Male
19672,,"General,Train Wrecks & Trip Disasters",Police / Customs,Not Applicable,,No Effect,Male
45477,Methamphetamine,First Times,,Small Group (2-9),"smoked,insufflated",No Effect,Male
32219,Mushrooms,General,,Alone,smoked,No Effect,Not-Specified
29064,H.B. Woodrose,"General,First Times",,Alone,oral,No Effect,Male
11367,"Cannabis,Red Rock","First Times,Combinations",,Small Group (2-9),smoked,No Effect,Male
62381,Kratom,Addiction & Habituation,,Alone,oral,No Effect,Male
48743,GHB,"First Times,Retrospective / Summary",,Small Group (2-9),oral,No Effect,Female
45629,Cocaine,General,Drug Testing,Alone,insufflated,No Effect,Male
47726,Cannabis,General,Drug Testing,Not Applicable,smoked,No Effect,Male
39687,,General,Drug Testing,Not Applicable,,No Effect,Female
17310,"Heroin,Opiates","Addiction & Habituation,Relationships",,Not Applicable,,No Effect,Female
25503,Pharms - Meperidine,Medical Use,,Hospital,IV,No Effect,Male
56968,Anadenanthera spp.,"First Times,Retrospective / Summary",,Small Group (2-9),"smoked,insufflated",No Effect,Male
9965,DXM,General,Drug Testing,Not Applicable,oral,No Effect,Male
31032,Nutmeg,"General,First Times",,Alone,oral,No Effect,Male
25284,Nutmeg,General,,Alone,oral,No Effect,Male
40185,Melatonin,Retrospective / Summary,Dreams,Alone,oral,No Effect,Male
42520,Calea zacatechichi,General,Dreams,Alone,"oral,smoked",No Effect,Male
56446,Methylone,"First Times,Nature / Outdoors",,Alone,oral,No Effect,Male
35247,Salvia divinorum,General,,Small Group (2-9),"smoked,insufflated",No Effect,Male
49158,Damiana,Retrospective / Summary,,Unknown Context,smoked,No Effect,Male
53447,Pharms - Buprenorphine,First Times,,School,sublingual,No Effect,Male
33330,DHEA,Retrospective / Summary,,Alone,oral,No Effect,Male
31309,Amanitas,Combinations,,Small Group (2-9),"oral,smoked",No Effect,Male
46825,Pharms - Fentanyl,"General,Addiction & Habituation",,Not Applicable,"transdermal,buccal",No Effect,Male
43035,,General,Drug Testing,Not Applicable,smoked,No Effect,Male
41995,,General,Drug Testing,Not Applicable,smoked,No Effect,Male
54214,,General,Police / Customs,Small Group (2-9),smoked,No Effect,Male
53929,"Banisteriopsis caapi,Harmala Alkaloids,Mimosa spp.,Syrian Rue,Virola spp.","General,Preparation / Recipes",,Alone,oral,No Effect,Male
30057,"Pharmaceuticals,Pharms - Bupropion",General,,Alone,smoked,No Effect,Male
52089,Periwinkle,Retrospective / Summary,,Alone,smoked,No Effect,Male
10746,,General,Police / Customs,Unknown Context,,No Effect,Male
53135,,General,"Drug Testing,Police / Customs",Not Applicable,,No Effect,Male
52621,Lactuca spp.,First Times,,Alone,smoked,No Effect,Male
17376,Betel Nut,Preparation / Recipes,,Not Applicable,oral,No Effect,Male
23799,Pharms - Tramadol,First Times,,Alone,oral,No Effect,Male
20940,Pharms - Meclizine,General,,Alone,oral,No Effect,Male
9747,Morning Glory,Preparation / Recipes,,Not Applicable,oral,No Effect,Not-Specified
13183,Red Rock,Retrospective / Summary,,Not Applicable,smoked,No Effect,Male
8279,Morning Glory,Preparation / Recipes,,Alone,oral,No Effect,Male
36743,Adrafinil,General,,Various,oral,No Effect,Male
37119,Kava,General,,Not Applicable,,No Effect,Male
17983,,"First Times,Preparation / Recipes",,Alone,oral,No Effect,Male
32803,Mushrooms,"General,What Was in That?",,Small Group (2-9),smoked,No Effect,Male
8502,Kava,General,,Alone,oral,No Effect,Male
32854,Valerian,General,,Alone,smoked,No Effect,Male
20049,"Harmala Alkaloids,Syrian Rue",Preparation / Recipes,,Alone,,No Effect,Male
17457,Mushrooms,General,,Alone,smoked,No Effect,Male
17508,Calea zacatechichi,Retrospective / Summary,Dreams,Alone,oral,No Effect,Male
20568,Hyoscyamus niger,General,,Small Group (2-9),smoked,No Effect,Male
18755,"Hydrocodone,Opioids",First Times,,Alone,oral,No Effect,Male
20103,Heimia salicifolia,General,,Alone,"oral,smoked",No Effect,Male
19884,,General,,Alone,"smoked,buccal",No Effect,Male
19202,GVL,General,,Alone,oral,No Effect,Male
14455,Morning Glory,First Times,,Alone,oral,No Effect,Male
11281,Valerian,General,,Unknown Context,oral,No Effect,Male
11557,Amanitas,First Times,,Small Group (2-9),"oral,smoked",No Effect,Male
6787,Cacti,"General,Preparation / Recipes",,Unknown Context,oral,No Effect,Male
9972,Mushrooms,General,,Small Group (2-9),smoked,No Effect,Male
7606,Lactuca spp.,General,,Unknown Context,smoked,No Effect,Male
4913,Coca,General,,Unknown Context,oral,No Effect,Male
4696,Red Rock,General,,Unknown Context,smoked,No Effect,Male
4114,Red Rock,General,,Small Group (2-9),smoked,No Effect,Not-Specified
3933,Nutmeg,General,,Small Group (2-9),oral,No Effect,Male
3430,Amanitas,General,,Various,oral,No Effect,Male
3295,Ayahuasca,General,,Group Ceremony,oral,No Effect,Male
137,H.B. Woodrose,"Retrospective / Summary,Preparation / Recipes",,Alone,oral,No Effect,Male
356,Leonotis leonurus,"General,Preparation / Recipes",,Alone,smoked,No Effect,Not-Specified
781,Dimenhydrinate,General,,Alone,oral,No Effect,Not-Specified
1525,Cacti,"General,What Was in That?",,Unknown Context,oral,No Effect,Not-Specified
2266,Calea zacatechichi,General,,Unknown Context,oral,No Effect,Not-Specified
2166,Salvia divinorum,General,,Various,,No Effect,Not-Specified
2127,Nutmeg,General,,Unknown Context,oral,No Effect,Male
2062,Morning Glory,General,,Unknown Context,oral,No Effect,Not-Specified
1945,H.B. Woodrose,General,,Unknown Context,,No Effect,Male
1910,Galangal,"General,First Times",,Unknown Context,oral,No Effect,Male
98341,Pseudoephedrine,First Times,,Small Group (2-9),oral,No Effect,Male
98837,Galangal,General,,Unknown Context,oral,No Effect,Female
93725,"Cocaine,Heroin,Opiates",Train Wrecks & Trip Disasters,Police / Customs,Small Group (2-9),,No Effect,Male
51868,Cacti,Retrospective / Summary,,Not Applicable,oral,No Effect,Male
93212,Coleus,Retrospective / Summary,,Unknown Context,"oral,smoked",No Effect,Male
93028,Cocaine,General,,Alone,IV,No Effect,Male
90884,"MDAI,Pharms - Venlafaxine","Combinations,Medical Use",,Alone,oral,No Effect,Male
85880,Pharms - Phenylephrine,General,,Unknown Context,oral,No Effect,Male
79869,Pseudoephedrine,General,,Unknown Context,oral,No Effect,Male
79682,Salvia officinalis,General,,Alone,smoked,No Effect,Male
72032,"Hyoscyamine,Pharms - Quetiapine",Combinations,,Unknown Context,oral,No Effect,Male
71864,"Pharms - Paroxetine,SSRIs,Tryptophan","General,Medical Use",,Unknown Context,oral,No Effect,Male
71721,Melatonin,First Times,,Alone,oral,No Effect,Male
71040,Mushrooms,"Addiction & Habituation,Multi-Day Experience",,Unknown Context,oral,No Effect,Male
70634,Lotus/Lily,"General,Retrospective / Summary",,Unknown Context,"oral,smoked",No Effect,Male
41430,2C-I,Train Wrecks & Trip Disasters,,Alone,insufflated,No Effect,Male
68103,Lotus/Lily,First Times,,Alone,oral,No Effect,Male
43731,Leonotis leonurus,"General,Retrospective / Summary",,Unknown Context,"oral,smoked",No Effect,Male
57818,DXM,General,,Alone,oral,No Effect,Male
67173,"Pharms - Buspirone,Pharms - Venlafaxine","Train Wrecks & Trip Disasters,Medical Use",Drug Testing,Not Applicable,oral,No Effect,Male
67200,"LSD,Pharms - Buprenorphine",Combinations,,Alone,"oral,sublingual",No Effect,Male
50102,Pharms - Gabapentin,"Retrospective / Summary,Medical Use",,Hospital,oral,No Effect,Male
42864,Opiates,General,Drug Testing,Not Applicable,IV,No Effect,Male
49441,Cannabis,General,Drug Testing,Not Applicable,smoked,No Effect,Male
20378,Pharms - Tramadol,"Retrospective / Summary,Second Hand Report",,Alone,oral,No Effect,Female
57578,Pharms - Tramadol,General,,Unknown Context,oral,No Effect,Male
61729,Salvia divinorum,General,,Alone,sublingual,No Effect,Male
41366,Morning Glory,Retrospective / Summary,,Small Group (2-9),oral,No Effect,Male
45016,,General,Drug Testing,Not Applicable,,No Effect,Not-Specified
54146,"Pharmaceuticals,Pharms - Fluoxetine,SSRIs","General,Preparation / Recipes,Health Problems",,Unknown Context,insufflated,No Effect,Female
13601,Ginkgo biloba,General,,Alone,oral,No Effect,Male
22494,Coleus,First Times,,Alone,oral,No Effect,Male
56418,St. John's Wort,Health Problems,,Alone,oral,No Effect,Male
12543,Cannabis,"General,Second Hand Report,Depression",,Not Applicable,smoked,No Effect,Male
54106,Heimia myrtifolia,First Times,,Alone,smoked,No Effect,Male
53397,,General,Dreams,Alone,,No Effect,Male
53344,Guarana,Medical Use,,Alone,oral,No Effect,Male
44860,Lactuca spp.,General,,Alone,smoked,No Effect,Male
50614,Modafinil,Medical Use,,Unknown Context,oral,No Effect,Male
47364,Damiana,First Times,,Alone,smoked,No Effect,Male
34473,Melatonin,Retrospective / Summary,,Alone,sublingual,No Effect,Male
19002,Pharms - Tramadol,General,,Small Group (2-9),"oral,smoked,insufflated",No Effect,Male
47759,"LSD,Mushrooms",Combinations,,Small Group (2-9),oral,No Effect,Female
9710,Morning Glory,First Times,,Alone,oral,No Effect,Male
41648,,General,Drug Testing,Not Applicable,,No Effect,Male
39604,5-MeO-DALT,"General,Retrospective / Summary",,Various,oral,No Effect,Male
11754,H.B. Woodrose,"General,First Times,Retrospective / Summary",,Unknown Context,oral,No Effect,Male
33060,Calea zacatechichi,Retrospective / Summary,,Alone,,No Effect,Male
32248,Cocaine,First Times,,Small Group (2-9),insufflated,No Effect,Female
31886,Salvia divinorum,Preparation / Recipes,,Not Applicable,,No Effect,Male
29558,DMAE,General,,Not Applicable,oral,No Effect,Not-Specified
28129,"Mushrooms,Pharmaceuticals,Pharms - Bupropion",Combinations,,Small Group (2-9),oral,No Effect,Male
25151,,First Times,"Devices,Devices - Magnetic",Unknown Context,,No Effect,Male
19972,Sceletium tortuosum,"General,Preparation / Recipes",,Unknown Context,oral,No Effect,Male
18547,"Banisteriopsis caapi,Harmala Alkaloids,Mimosa spp.","General,Post Trip Problems",Dreams,Unknown Context,oral,No Effect,Male
18261,Salvia divinorum,General,,Unknown Context,smoked,No Effect,Male
12964,Kava,First Times,,Small Group (2-9),oral,No Effect,Male
7381,Mushrooms,Preparation / Recipes,,Small Group (2-9),,No Effect,Not-Specified
10034,MDMA,General,,Not Applicable,oral,No Effect,Male
10104,Alcohol,"Preparation / Recipes,Cultivation / Synthesis",,Alone,,No Effect,Not-Specified
9134,"Alcohol,Cannabis","Preparation / Recipes,Cultivation / Synthesis",,Alone,,No Effect,Not-Specified
23397,Nitrous Oxide,"Train Wrecks & Trip Disasters,Health Benefits",Police / Customs,School,inhaled,Light,Male
100654,Etizolam,"Retrospective / Summary,Medical Use",,Various,"oral,smoked,sublingual",Light,Male
94598,"BDB ,DPT,Methylone","General,Combinations",Breathing,Alone,"oral,insufflated",Light,Male
93525,3-MeO-PCP,"General,First Times",,Alone,sublingual,Light,Male
89822,Lotus/Lily,"Retrospective / Summary,Preparation / Recipes",,Various,oral,Light,Male
76989,Bromo-Dragonfly,"General,Multi-Day Experience",,Alone,"oral,smoked",Light,Male
79241,"Cannabinoid Receptor Agonists,CP 55,940",Retrospective / Summary,,Various,smoked,Light,Male
69997,"2C-B,2C-B-Fly","First Times,Combinations",,Alone,"oral,smoked",Light,Male
41776,Salvia divinorum,"First Times,Guides / Sitters",,Small Group (2-9),"oral,sublingual",Light,Female
58834,Cocaine,"Retrospective / Summary,Addiction & Habituation,Glowing Experiences",,Various,smoked,Light,Female
45423,Modafinil,"Retrospective / Summary,Health Benefits,Depression,Sex Discussion",,Various,oral,Light,Male
52150,,"Retrospective / Summary,Multi-Day Experience",Fasting,Alone,,Light,Not-Specified
23114,GABA,"General,Combinations",,Alone,"smoked,insufflated,sublingual",Light,Male
44364,Catha edulis,First Times,,Large Group (10+),sublingual,Light,Not-Specified
41802,Cannabis,Preparation / Recipes,,Alone,sublingual,Light,Male
33744,"5-MeO-AMT,Pharms - Venlafaxine","General,First Times",,Various,oral,Light,Male
25991,Absinthe,General,,Small Group (2-9),oral,Light,Not-Specified
35770,Kratom,"General,Glowing Experiences",,Alone,oral,Light,Male
33689,2C-D,General,,Various,oral,Light,Male
26033,"2C-B,Benzodiazepines,Ketamine,LSD,MDMA,Pharmaceuticals,Pharms - Alprazolam","General,Sex Discussion",,Small Group (2-9),"smoked,inhaled,vaginal",Light,Female
14897,Heimia salicifolia,"First Times,Retrospective / Summary,Preparation / Recipes",,Alone,smoked,Light,Male
5281,2C-T-7,"First Times,Preparation / Recipes,Music Discussion",,Small Group (2-9),oral,Light,Male
6128,MDMA,First Times,,Small Group (2-9),oral,Light,Female
1071,"Anadenanthera spp.,Harmala Alkaloids,Syrian Rue","Combinations,Retrospective / Summary,Preparation / Recipes",,Unknown Context,"oral,smoked,insufflated",Light,Not-Specified
541,Nutmeg,"General,Preparation / Recipes",,Alone,oral,Light,Not-Specified
1761,AMT,"General,Nature / Outdoors",,Small Group (2-9),oral,Light,Not-Specified
90524,Kratom,First Times,,Alone,oral,Light,Male
101967,AH-7921,"General,Train Wrecks & Trip Disasters",,Alone,oral,Light,Male
94706,4-Fluoroamphetamine,First Times,,Various,oral,Light,Male
102254,Sakae Naa,First Times,,Alone,oral,Light,Male
98098,Amanitas,"Train Wrecks & Trip Disasters,Second Hand Report,Guides / Sitters",,Alone,oral,Light,Not-Specified
95186,Ibogaine,"General,Retrospective / Summary",,Alone,oral,Light,Male
96799,2C-I,"General,Nature / Outdoors",,Small Group (2-9),,Light,Male
95087,"Banisteriopsis caapi,Cannabis,DMT,Harmala Alkaloids","Combinations,Retrospective / Summary",,Alone,"oral,smoked",Light,Male
92188,"4-Fluoroamphetamine,Codeine,Opiates,Pharms - Paroxetine,SSRIs","General,First Times,Combinations",,Alone,oral,Light,Female
92433,TMA-6,General,,Small Group (2-9),oral,Light,Male
91431,Ketamine,"First Times,Glowing Experiences,Health Benefits,Therapeutic Intent or Outcome",,Small Group (2-9),IM,Light,Female
90027,"Cannabis,Nitrous Oxide,Various",Families,,Not Applicable,,Light,Male
77684,Mushrooms,"General,Glowing Experiences,Entities / Beings",Dreams,Alone,oral,Light,Male
69958,Stipa robusta,"Retrospective / Summary,Therapeutic Intent or Outcome",,Alone,"oral,sublingual",Light,Female
87994,Kava,"First Times,Glowing Experiences",,Alone,oral,Light,Male
89668,Peyote,Bad Trips,,Alone,oral,Light,Male
88087,2-Fluoroamphetamine,"General,Combinations",,Alone,"smoked,insufflated",Light,Male
78708,MDPV,"General,First Times",,Alone,"oral,insufflated",Light,Male
35860,"Nicotine,Tobacco",Retrospective / Summary,,Various,buccal,Light,Male
79073,Tobacco,"General,Addiction & Habituation",,Various,insufflated,Light,Male
34472,Tobacco,"General,Preparation / Recipes",,Not Applicable,oral,Light,Male
75622,4-Acetoxy-MiPT,"Retrospective / Summary,Glowing Experiences,Mystical Experiences,Therapeutic Intent or Outcome",,Alone,oral,Light,Male
76370,"Pharmaceuticals,Pharms - Bupropion,Pharms - Reboxetine,Pharms - Trazodone,SSRIs",Combinations,,Unknown Context,oral,Light,Male
72455,Kratom,"First Times,Hangover / Days After",,Alone,oral,Light,Male
